"obs","pred"
6,6.06917775426629
4,4.35160779615639
5,4.98866194172818
4,3.61283327046805
4,3.03297345027313
4,4.40129568653734
3,2.31935487703732
5,6.27676877458451
5,4.79951351843909
2,2.30021478077584
0,1.58168610293401
3,2.01747316352496
0,2.23885574710303
0,0.986721163557069
4,3.68831174240635
0,1.67423233997634
0,2.71359130781839
4,3.15680711659723
0,1.47255558037357
2,2.89728700732258
3,2.46727248423871
5,4.46211052783797
4,4.67025077701389
2,2.59942349818422
4,2.96984741731498
0,3.12581998610314
4,4.18105287651499
3,3.17856315489007
0,1.01784294819361
3,3.70957728565832
3,3.81270500392099
3,3.06205399112537
4,3.87841882127223
4,4.38083645937663
0,1.31259129304594
4,2.98248418496461
1,1.53568990081983
5,4.79584330108805
5,3.92150340414464
5,3.47530707577391
5,4.25384432816358
0,1.01471169387963
1,0.699008461393367
3,3.04472443542046
5,5.31056856200691
3,4.19305731936107
4,1.36790777608991
0,1.30290203981414
4,3.72884652976009
5,5.10720733352476
4,3.68481941954534
3,2.8368254532403
0,1.48174322680324
5,4.13790790275022
3,2.14512474628936
0,2.31702864990676
5,4.5239551727545
3,2.90243848723276
5,3.09137151015115
2,0.659312210520676
0,2.99663177235142
4,4.05601541629443
4,3.52810729599954
5,2.91040459025837
0,0.967567936582883
5,5.02444823833038
0,1.00277513794759
0,1.25335256930194
3,3.17652873618925
4,4.2664207243742
0,1.56494364533893
3,3.56758103105493
4,3.37803565401104
0,1.34329773648482
4,2.90870785872968
0,2.77314846292583
4,3.01627132141359
0,1.34265209357945
0,0.860121377609617
5,4.45608111294753
4,4.02414581127809
2,2.26043713330632
2,2.81589370165916
5,5.76594577743802
7,5.45846053626394
4,1.35011759145244
4,4.18098723756168
0,1.99797896960215
0,1.33965183874774
0,3.35173761231406
5,4.12792506442416
5,5.38929228158534
0,1.4673194807336
3,1.16868017811129
0,1.57444125661357
3,3.30062114644067
3,1.29358233462446
3,2.35354684467324
7,6.27567816745472
0,3.37744721989685
6,3.87830603826199
2,3.07664702283565
2,1.50289574581939
0,3.25497181410629
5,6.03891243651712
3,2.26431949984915
4,3.15095327928644
4,6.04098352458603
4,3.71460610297572
4,2.98659520985642
0,1.58643405691425
0,1.57261874486312
3,2.23388450890456
2,2.67462443898891
0,1.56806088118412
5,3.84822516508596
5,3.93404053667304
0,1.35309021660142
5,1.31859326997236
3,2.16210071587499
3,0.932497745477156
5,2.8899033606671
0,1.60467692829907
5,4.30179455292803
4,5.05154231262776
6,3.89003959603303
4,4.74967021656357
4,4.13760127844281
5,4.20613316271847
0,1.00327083844495
4,4.67211924169992
0,0.99225747820868
0,1.13950850369571
0,1.52434099938655
4,4.10399555868803
3,0.978369537058112
4,4.69225815676117
2,2.31363048600178
3,2.53058700109782
6,1.62447755681673
5,4.40462734964416
4,3.71100565883039
3,2.34564133874973
3,3.84641580723061
0,1.33887530436472
3,3.06169746072442
0,1.24773567136395
4,4.83851555441024
5,1.25253896295209
5,5.32645622553598
3,2.22669276844028
5,4.42788008482682
4,4.29563090553247
3,3.00355315394239
3,3.24298358056759
5,4.79316579447432
0,1.5561644276788
0,1.41121026418305
5,1.29301724443449
3,1.66994868644007
3,0.979776842156448
5,3.59026635522707
4,4.41070020825502
4,3.68706888992286
4,4.5041375668363
4,3.84070416378583
6,4.81472667544139
4,4.82662035664608
0,2.83944631187105
3,2.81938470782509
5,4.3352807837659
3,4.17785182794053
4,3.9512374395608
2,1.49303794742991
3,3.00735652817424
4,3.36926247812401
4,4.4180537677401
4,3.62862417537034
5,2.85757613846464
4,3.65932308656496
5,3.32276972309171
3,1.26777470962531
3,2.86253075081481
6,6.59016710860819
5,3.62189013252636
3,3.95974575511702
4,3.89223326640399
0,1.64915897890822
4,4.154814096076
3,1.21809753297138
2,3.7771982413974
0,0.99282756886007
0,2.83152785631493
0,0.935490617121887
6,5.41055712399646
0,1.23464867842581
0,1.29168792273833
3,0.97533253840885
6,5.16060230037586
3,2.25705561808165
4,3.75066478549919
3,2.76610144175772
4,3.82682294293621
4,3.59907843230957
3,1.32122714664865
3,2.72180904670394
0,1.05203718813551
0,1.21324189522265
0,1.23743764857915
0,1.17829811438105
3,1.00316318916201
2,2.23408642209677
4,2.34337551059013
2,3.2186782302141
4,3.89593570310546
6,1.76405032704985
2,2.66986410299297
2,0.674337825233578
0,1.66712929295642
5,4.27517596042789
2,0.664027337671976
4,2.89527439791857
4,2.97777853533612
4,2.77840647994198
4,2.97919891972946
4,1.4993555638453
5,4.05110835648235
0,1.60588795529228
3,3.15717611535649
5,3.82847939534303
4,3.63143519712631
4,3.49050414165197
6,5.27949035768828
2,1.50739230156574
5,4.49518183469242
0,3.06444059789111
0,1.50157201939881
6,5.52320657452591
4,2.66157609904091
0,1.1319224046105
4,1.24735592486487
4,2.29353235707039
0,1.28848626069418
2,2.29490712544955
0,2.29669258417057
5,3.91854330466979
0,2.67655507716482
6,3.89430953325283
0,1.24343638713168
0,2.60799890042873
3,4.56704073331166
5,4.61793627557312
3,3.02825812067939
0,0.853843095528199
6,5.67639050316245
4,3.80494313913973
5,3.89580155086848
6,4.6999944187347
3,3.68136233828778
4,4.57551521653276
5,3.66088331977515
4,3.74146043807285
0,3.11066354453571
3,0.965525044182543
2,2.05259669943001
6,5.20018350351275
4,3.76242716779475
3,4.2539828231159
3,3.7335413655229
3,2.22689778640215
3,3.57624366348006
3,3.77412495175046
0,2.82309569465508
0,1.24837663188842
3,2.23147319614474
2,2.23410102237428
4,2.88325552419761
0,1.2222671230744
3,2.21967503564997
2,3.0424114731633
3,0.956769311265073
0,3.12153511640147
5,5.42363001864474
0,0.927006980139516
0,1.58768490279653
7,6.7305948786512
0,1.34019046306139
3,3.05117420198576
0,1.24223238037897
4,3.88960793981319
5,5.67041773588777
4,3.19555963613549
0,1.19536007932453
0,1.38962353566776
0,3.39885533885887
3,1.24107285894943
4,4.72607555566351
0,1.23947922642063
0,0.904291855434647
2,1.48801727793448
0,1.25725421270942
3,1.02903333228503
5,5.45236551273612
3,2.11240206220229
3,0.984024787330732
0,3.11901371648288
0,1.40318363115066
0,1.57359426907345
2,2.25275540012978
3,3.17960016927631
3,1.21982398004448
0,1.25207759711302
4,3.90836324353249
4,3.81431683361286
3,4.27778712482053
5,4.67163828137219
2,0.920767655230417
2,2.85302103253686
0,1.28797094349028
0,1.23851389794487
3,3.50121417118259
4,3.54779178076528
4,4.5604256950404
5,4.70847803358627
4,4.12814969444101
4,1.14044748423978
5,3.003622111931
5,4.83536812638879
4,4.35425732262629
4,3.5386200657086
4,3.81877867586127
3,1.36273437994098
0,3.58243726671098
0,1.22409148559054
2,2.77687457607317
0,1.57490382358286
3,3.69652273055102
4,4.55127587390354
4,3.48073404784961
4,4.0182328620283
4,4.21315547673132
5,5.26316578185676
5,4.99397620374775
4,4.57056807408031
0,3.65609655628201
2,2.69943176321526
3,1.22062773400571
4,4.61620174180228
4,3.1925625068061
4,4.40882140038077
5,1.54948977316664
2,2.26473110090213
3,4.15893638447573
4,4.09227520052426
4,3.81147310281444
0,0.901000473240924
7,5.33857743441357
0,0.602213787290083
5,3.98507864888786
3,1.27783437854898
5,4.94036527064663
3,2.90778434160779
6,4.15667752295887
4,2.95717813943089
5,3.53337290082806
2,2.24581765861952
3,1.02474064001399
5,3.81803435153352
0,0.971568201753983
0,1.65026381692112
4,5.12822678021856
5,3.38453564653167
5,3.78744040408388
5,5.06100247094459
4,4.68967741788129
0,0.961146004057729
0,1.27859371903986
0,1.25082341294089
4,4.01284413785817
4,4.4004808995277
2,0.974511515258084
0,2.38459691380994
3,4.39017996156671
2,0.969878838522698
4,4.18583414095656
4,3.93645508649379
0,3.00848121551296
5,4.22652596316223
5,4.44191849777493
4,4.16518272316818
3,2.76424525435748
3,3.24879113112145
3,1.03354988773221
6,4.05724728485615
3,3.96555893823065
4,3.28434884751071
4,2.85471600300413
5,3.0970088990567
0,1.20708795828494
5,5.29604028753569
3,0.974958407750486
2,3.20847642531035
6,4.13545889506596
0,2.5361172096791
0,1.0046500738152
3,3.69867901948667
6,4.54009456548338
0,0.947505457386252
1,1.86602531982282
3,4.48397262914526
6,5.70585880463342
4,5.06589246764202
4,3.81836696642798
0,1.53290237160418
2,2.26740420846209
5,4.56832701794983
4,4.21368859429648
5,4.82727424284604
5,4.46870913115613
4,5.28297502833298
6,3.15633252820411
3,5.06434074635722
3,3.9082514101086
3,3.1445442917162
7,7.02183545811585
0,1.33370622095347
5,3.64211193755577
0,1.37310879700044
0,0.934846719274249
4,3.70327466135123
5,3.98374075354385
4,3.5289137274565
5,4.44165800102375
3,2.45593347740561
4,3.6946882247323
4,2.99813609455932
3,1.18915318596856
6,6.82704251807781
0,0.846968404016407
3,1.25293983985321
3,2.96533383712567
3,3.68972365744008
4,1.25256983587502
5,6.19279151486219
7,6.01181441914881
3,2.85343223773291
5,3.92157625156259
3,2.32465108662233
2,2.89842654946462
4,4.08470595674417
4,2.22405190385762
2,4.18690143356931
0,3.00234411245678
3,2.63939807062225
0,1.43409853785219
2,2.22378140311085
4,3.94335659216812
0,3.05625698904383
4,3.9405676539763
4,4.68458670450686
4,2.3515460292559
0,1.18023575999384
3,3.92718824405536
2,3.51823020670063
0,1.24873031745722
0,1.54540149826823
3,3.73425545940798
3,2.98084884152545
4,4.56860368094063
4,1.5964298106335
4,3.32165633840029
6,4.30707718393273
2,0.9615933841554
3,3.32834491939895
0,1.834570766128
3,1.24174811405542
5,4.42686272295764
4,3.63427168282727
0,1.36898323580536
4,1.5758231540068
3,2.78290063948469
5,4.21039922309365
4,4.5445415291649
2,3.63653753670074
5,4.06460500099619
5,4.86249798185563
4,3.8884267939545
3,3.09069805335268
2,2.16527115536247
6,5.05795843904559
5,4.7478398658387
5,4.58512702060758
5,3.82016241201854
5,5.04003789408995
0,1.53830052009239
6,5.42520442408633
4,3.70307335743216
3,2.24585038005232
5,4.27981322958536
4,4.14053828457545
6,4.44670517727542
3,2.74357079833965
3,3.83185310141444
3,1.23351639503733
4,3.94631278216169
4,1.34172413059654
0,2.62765095870296
3,3.91992080980089
0,1.30132841207111
5,4.55220761884546
4,3.04366823374657
5,3.48278959098925
6,6.43324637067216
3,3.63346654211597
3,0.958822442603692
4,1.5398007840784
4,4.94550915375283
4,1.35222235572179
0,1.27310130593579
4,2.89752269046144
3,0.981792213653571
3,1.3024084434801
3,2.91654984946174
4,3.42111031038768
4,4.29497427093116
4,4.61932456132033
0,1.27334273505521
4,2.95589998932514
4,1.26195111740465
4,1.00270068783451
3,2.31763305475762
4,2.91820068640583
6,4.25897915975731
1,1.49415030991173
3,2.15272874096785
1,3.0450137000325
0,1.27740022057768
2,3.02107336678563
5,5.29992093069262
0,1.31178579477138
5,5.0140149084554
5,3.84101262351358
5,3.54398129787935
0,1.54472188831196
2,0.651005804632948
4,4.16196539257407
2,3.32144499468689
6,5.19963275140482
0,3.58792644901861
8,6.77492292094755
4,3.57126204027921
5,3.71602946386174
4,1.26816191416709
4,3.00450029760594
3,0.921915174155791
3,1.56361313959126
0,1.21596600430932
3,2.35545853605744
0,1.41095040324505
4,1.47344727880579
4,3.076317328449
5,4.03710589461865
5,3.59376163790453
4,2.90610516805873
5,5.10764542512703
0,0.91872296393157
0,3.22544543996548
0,0.945984467949733
3,2.36201401804609
2,3.56069201040593
0,0.997638175772827
4,3.34634812670355
0,1.52684762592973
0,0.998598967559216
4,3.58514413142118
3,2.33205754402429
4,3.67282340444682
3,3.66881204232696
